COD_ISTAT;COMUNE;SIGLA;PROVINCIA;ID_COMUNE_STATO;COMUNE_POSTE;CODICE_CATASTALE;COD_ISTAT_REGIONE;REGIONE;
021916;VANDOIES DI SOPRA - OBERVINTL;BZ;BOLZANO;2;VANDOIES DI SOPRA - OBERVINTL;L661;04;TRENTINO ALTO ADIGE;
021918;VANGA - WANGEN;BZ;BOLZANO;2;VANGA - WANGEN;L663;04;TRENTINO ALTO ADIGE;
021920;VEZZANO - VEZZAN;BZ;BOLZANO;2;VEZZANO - VEZZAN;L818;04;TRENTINO ALTO ADIGE;
021923;VIZZE - PFITSCH;BZ;BOLZANO;2;VIZZE - PFITSCH;M099;04;TRENTINO ALTO ADIGE;
092002;ARMUNGIA;CA;CAGLIARI;0;ARMUNGIA;A419;20;SARDEGNA;
092003;ASSEMINI;CA;CAGLIARI;0;ASSEMINI;A474;20;SARDEGNA;
092004;BALLAO;CA;CAGLIARI;0;BALLAO;A597;20;SARDEGNA;
092005;BARRALI;CA;CAGLIARI;0;BARRALI;A677;20;SARDEGNA;
092008;BURCEI;CA;CAGLIARI;0;BURCEI;B274;20;SARDEGNA;
092009;CAGLIARI;CA;CAGLIARI;0;CAGLIARI;B354;20;SARDEGNA;
092011;CAPOTERRA;CA;CAGLIARI;0;CAPOTERRA;B675;20;SARDEGNA;
092106;CASTIADAS;CA;CAGLIARI;0;CASTIADAS;M288;20;SARDEGNA;
092015;DECIMOMANNU;CA;CAGLIARI;0;DECIMOMANNU;D259;20;SARDEGNA;
092016;DECIMOPUTZU;CA;CAGLIARI;0;DECIMOPUTZU;D260;20;SARDEGNA;
092017;DOLIANOVA;CA;CAGLIARI;0;DOLIANOVA;D323;20;SARDEGNA;
092018;DOMUS DE MARIA;CA;CAGLIARI;0;DOMUS DE MARIA;D333;20;SARDEGNA;
092020;DONORI';CA;CAGLIARI;0;DONORI';D344;20;SARDEGNA;
092108;ELMAS;CA;CAGLIARI;0;ELMAS;D399;20;SARDEGNA;
092110;ESCALAPLANO;CA;CAGLIARI;0;ESCALAPLANO;D430;20;SARDEGNA;
092111;ESCOLCA;CA;CAGLIARI;0;ESCOLCA;D431;20;SARDEGNA;
092112;ESTERZILI;CA;CAGLIARI;0;ESTERZILI;D443;20;SARDEGNA;
092113;GERGEI;CA;CAGLIARI;0;GERGEI;D982;20;SARDEGNA;
092024;GESICO;CA;CAGLIARI;0;GESICO;D994;20;SARDEGNA;
092027;GONI;CA;CAGLIARI;0;GONI;E084;20;SARDEGNA;
092030;GUAMAGGIORE;CA;CAGLIARI;0;GUAMAGGIORE;E234;20;SARDEGNA;
092031;GUASILA;CA;CAGLIARI;0;GUASILA;E252;20;SARDEGNA;
092114;ISILI;CA;CAGLIARI;0;ISILI;E336;20;SARDEGNA;
092036;MANDAS;CA;CAGLIARI;0;MANDAS;E877;20;SARDEGNA;
092037;MARACALAGONIS;CA;CAGLIARI;0;MARACALAGONIS;E903;20;SARDEGNA;
092038;MONASTIR;CA;CAGLIARI;0;MONASTIR;F333;20;SARDEGNA;
092109;MONSERRATO;CA;CAGLIARI;0;MONSERRATO;F383;20;SARDEGNA;
092039;MURAVERA;CA;CAGLIARI;0;MURAVERA;F808;20;SARDEGNA;
092115;NURAGUS;CA;CAGLIARI;0;NURAGUS;F981;20;SARDEGNA;
092116;NURALLAO;CA;CAGLIARI;0;NURALLAO;F982;20;SARDEGNA;
092042;NURAMINIS;CA;CAGLIARI;0;NURAMINIS;F983;20;SARDEGNA;
092117;NURRI;CA;CAGLIARI;0;NURRI;F986;20;SARDEGNA;
092118;ORROLI;CA;CAGLIARI;0;ORROLI;G122;20;SARDEGNA;
092044;ORTACESUS;CA;CAGLIARI;0;ORTACESUS;G133;20;SARDEGNA;
092048;PIMENTEL;CA;CAGLIARI;0;PIMENTEL;G669;20;SARDEGNA;
092050;PULA;CA;CAGLIARI;0;PULA;H088;20;SARDEGNA;
092051;QUARTU SANT'ELENA;CA;CAGLIARI;0;QUARTU SANT'ELENA;H118;20;SARDEGNA;
092105;QUARTUCCIU;CA;CAGLIARI;0;QUARTUCCIU;H119;20;SARDEGNA;
092119;SADALI;CA;CAGLIARI;0;SADALI;H659;20;SARDEGNA;
092053;SAMATZAI;CA;CAGLIARI;0;SAMATZAI;H739;20;SARDEGNA;
092054;SAN BASILIO;CA;CAGLIARI;0;SAN BASILIO;H766;20;SARDEGNA;
092058;SAN NICOLO' GERREI;CA;CAGLIARI;0;SAN NICOLO' GERREI;G383;20;SARDEGNA;
092059;SAN SPERATE;CA;CAGLIARI;0;SAN SPERATE;I166;20;SARDEGNA;
092064;SAN VITO;CA;CAGLIARI;0;SAN VITO;I402;20;SARDEGNA;
092061;SANT'ANDREA FRIUS;CA;CAGLIARI;0;SANT'ANDREA FRIUS;I271;20;SARDEGNA;
092066;SARROCH;CA;CAGLIARI;0;SARROCH;I443;20;SARDEGNA;
092068;SELARGIUS;CA;CAGLIARI;0;SELARGIUS;I580;20;SARDEGNA;
092069;SELEGAS;CA;CAGLIARI;0;SELEGAS;I582;20;SARDEGNA;
092070;SENORBI';CA;CAGLIARI;0;SENORBI';I615;20;SARDEGNA;
092071;SERDIANA;CA;CAGLIARI;0;SERDIANA;I624;20;SARDEGNA;
092120;SERRI;CA;CAGLIARI;0;SERRI;I668;20;SARDEGNA;
092074;SESTU;CA;CAGLIARI;0;SESTU;I695;20;SARDEGNA;
092075;SETTIMO SAN PIETRO;CA;CAGLIARI;0;SETTIMO SAN PIETRO;I699;20;SARDEGNA;
092121;SEULO;CA;CAGLIARI;0;SEULO;I707;20;SARDEGNA;
092078;SILIQUA;CA;CAGLIARI;0;SILIQUA;I734;20;SARDEGNA;
092079;SILIUS;CA;CAGLIARI;0;SILIUS;I735;20;SARDEGNA;
092080;SINNAI;CA;CAGLIARI;0;SINNAI;I752;20;SARDEGNA;
092081;SIURGUS DONIGALA;CA;CAGLIARI;0;SIURGUS DONIGALA;I765;20;SARDEGNA;
092082;SOLEMINIS;CA;CAGLIARI;0;SOLEMINIS;I797;20;SARDEGNA;
092083;SUELLI;CA;CAGLIARI;0;SUELLI;I995;20;SARDEGNA;
092084;TEULADA;CA;CAGLIARI;0;TEULADA;L154;20;SARDEGNA;
092088;USSANA;CA;CAGLIARI;0;USSANA;L512;20;SARDEGNA;
092090;UTA;CA;CAGLIARI;0;UTA;L521;20;SARDEGNA;
092091;VALLERMOSA;CA;CAGLIARI;0;VALLERMOSA;L613;20;SARDEGNA;
092099;VILLA SAN PIETRO;CA;CAGLIARI;0;VILLA SAN PIETRO;I118;20;SARDEGNA;
092122;VILLANOVA TULO;CA;CAGLIARI;0;VILLANOVA TULO;L992;20;SARDEGNA;
092097;VILLAPUTZU;CA;CAGLIARI;0;VILLAPUTZU;L998;20;SARDEGNA;
092098;VILLASALTO;CA;CAGLIARI;0;VILLASALTO;M016;20;SARDEGNA;
092100;VILLASIMIUS;CA;CAGLIARI;0;VILLASIMIUS;B738;20;SARDEGNA;
092101;VILLASOR;CA;CAGLIARI;0;VILLASOR;M025;20;SARDEGNA;
092102;VILLASPECIOSA;CA;CAGLIARI;0;VILLASPECIOSA;M026;20;SARDEGNA;
092001;ARBUS;CA;CAGLIARI;1;ARBUS;A359;20;SARDEGNA;
092006;BARUMINI;CA;CAGLIARI;1;BARUMINI;A681;20;SARDEGNA;
092007;BUGGERRU;CA;CAGLIARI;1;BUGGERRU;B250;20;SARDEGNA;
092010;CALASETTA;CA;CAGLIARI;1;CALASETTA;B383;20;SARDEGNA;
092012;CARBONIA;CA;CAGLIARI;1;CARBONIA;B745;20;SARDEGNA;
092013;CARLOFORTE;CA;CAGLIARI;1;CARLOFORTE;A614;20;SARDEGNA;
092014;COLLINAS;CA;CAGLIARI;1;COLLINAS;C882;20;SARDEGNA;
092019;DOMUSNOVAS;CA;CAGLIARI;1;DOMUSNOVAS;D334;20;SARDEGNA;
092021;FLUMINIMAGGIORE;CA;CAGLIARI;1;FLUMINIMAGGIORE;D639;20;SARDEGNA;
092022;FURTEI;CA;CAGLIARI;1;FURTEI;D827;20;SARDEGNA;
092023;GENURI;CA;CAGLIARI;1;GENURI;D970;20;SARDEGNA;
092025;GESTURI;CA;CAGLIARI;1;GESTURI;D997;20;SARDEGNA;
092026;GIBA;CA;CAGLIARI;1;GIBA;E022;20;SARDEGNA;
092028;GONNESA;CA;CAGLIARI;1;GONNESA;E086;20;SARDEGNA;
092029;GONNOSFANADIGA;CA;CAGLIARI;1;GONNOSFANADIGA;E085;20;SARDEGNA;
092032;GUSPINI;CA;CAGLIARI;1;GUSPINI;E270;20;SARDEGNA;
092033;IGLESIAS;CA;CAGLIARI;1;IGLESIAS;E281;20;SARDEGNA;
092034;LAS PLASSAS;CA;CAGLIARI;1;LAS PLASSAS;E464;20;SARDEGNA;
092035;LUNAMATRONA;CA;CAGLIARI;1;LUNAMATRONA;E742;20;SARDEGNA;
092103;MASAINAS;CA;CAGLIARI;1;MASAINAS;M270;20;SARDEGNA;
092040;MUSEI;CA;CAGLIARI;1;MUSEI;F822;20;SARDEGNA;
092041;NARCAO;CA;CAGLIARI;1;NARCAO;F841;20;SARDEGNA;
092043;NUXIS;CA;CAGLIARI;1;NUXIS;F991;20;SARDEGNA;
092045;PABILLONIS;CA;CAGLIARI;1;PABILLONIS;G207;20;SARDEGNA;
092046;PAULI ARBAREI;CA;CAGLIARI;1;PAULI ARBAREI;G382;20;SARDEGNA;
092047;PERDAXIUS;CA;CAGLIARI;1;PERDAXIUS;G446;20;SARDEGNA;
092107;PISCINAS;CA;CAGLIARI;1;PISCINAS;M291;20;SARDEGNA;
092049;PORTOSCUSO;CA;CAGLIARI;1;PORTOSCUSO;G922;20;SARDEGNA;
092052;SAMASSI;CA;CAGLIARI;1;SAMASSI;H738;20;SARDEGNA;
092055;SAN GAVINO MONREALE;CA;CAGLIARI;1;SAN GAVINO MONREALE;H856;20;SARDEGNA;
092056;SAN GIOVANNI SUERGIU;CA;CAGLIARI;1;SAN GIOVANNI SUERGIU;G287;20;SARDEGNA;
092057;SANLURI;CA;CAGLIARI;1;SANLURI;H974;20;SARDEGNA;
092062;SANT'ANNA ARRESI;CA;CAGLIARI;1;SANT'ANNA ARRESI;M209;20;SARDEGNA;
092063;SANT'ANTIOCO;CA;CAGLIARI;1;SANT'ANTIOCO;F270;20;SARDEGNA;
092060;SANTADI;CA;CAGLIARI;1;SANTADI;I182;20;SARDEGNA;
092065;SARDARA;CA;CAGLIARI;1;SARDARA;I428;20;SARDEGNA;
092067;SEGARIU;CA;CAGLIARI;1;SEGARIU;I570;20;SARDEGNA;
092072;SERRAMANNA;CA;CAGLIARI;1;SERRAMANNA;I647;20;SARDEGNA;
092073;SERRENTI;CA;CAGLIARI;1;SERRENTI;I667;20;SARDEGNA;
092076;SETZU;CA;CAGLIARI;1;SETZU;I705;20;SARDEGNA;
092077;SIDDI;CA;CAGLIARI;1;SIDDI;I724;20;SARDEGNA;
092085;TRATALIAS;CA;CAGLIARI;1;TRATALIAS;L337;20;SARDEGNA;
092086;TUILI;CA;CAGLIARI;1;TUILI;L463;20;SARDEGNA;
092087;TURRI;CA;CAGLIARI;1;TURRI;L473;20;SARDEGNA;
092089;USSARAMANNA;CA;CAGLIARI;1;USSARAMANNA;L513;20;SARDEGNA;
092092;VILLACIDRO;CA;CAGLIARI;1;VILLACIDRO;L924;20;SARDEGNA;
092093;VILLAMAR;CA;CAGLIARI;1;VILLAMAR;L966;20;SARDEGNA;
092094;VILLAMASSARGIA;CA;CAGLIARI;1;VILLAMASSARGIA;L968;20;SARDEGNA;
092095;VILLANOVAFORRU;CA;CAGLIARI;1;VILLANOVAFORRU;L986;20;SARDEGNA;
092096;VILLANOVAFRANCA;CA;CAGLIARI;1;VILLANOVAFRANCA;L987;20;SARDEGNA;
092104;VILLAPERUCCIO;CA;CAGLIARI;1;VILLAPERUCCIO;M278;20;SARDEGNA;
092801;ARIXI;CA;CAGLIARI;2;ARIXI;A408;20;SARDEGNA;
092802;DONIGALA SIURGUS;CA;CAGLIARI;2;DONIGALA SIURGUS;D343;20;SARDEGNA;
092805;PIRRI;CA;CAGLIARI;2;PIRRI;G701;20;SARDEGNA;
092806;SAN PANTALEO;CA;CAGLIARI;2;SAN PANTALEO;I069;20;SARDEGNA;
092807;SERBARIU;CA;CAGLIARI;2;SERBARIU;I623;20;SARDEGNA;
092808;SEUNI;CA;CAGLIARI;2;SEUNI;I708;20;SARDEGNA;
095809;SIAMANNA SIAPICCIA;CA;CAGLIARI;2;SIAMANNA SIAPICCIA;I719;20;SARDEGNA;
092809;SICCI SAN BIAGIO;CA;CAGLIARI;2;SICCI SAN BIAGIO;I722;20;SARDEGNA;
092810;SISINI;CA;CAGLIARI;2;SISINI;I762;20;SARDEGNA;
092811;SIURGUS;CA;CAGLIARI;2;SIURGUS;I764;20;SARDEGNA;
092812;VILLAGRECA;CA;CAGLIARI;2;VILLAGRECA;L954;20;SARDEGNA;
070001;ACQUAVIVA COLLECROCE;CB;CAMPOBASSO;0;ACQUAVIVA COLLECROCE;A050;14;MOLISE;
070002;BARANELLO;CB;CAMPOBASSO;0;BARANELLO;A616;14;MOLISE;
070003;BOJANO;CB;CAMPOBASSO;0;BOJANO;A930;14;MOLISE;
070004;BONEFRO;CB;CAMPOBASSO;0;BONEFRO;A971;14;MOLISE;
070005;BUSSO;CB;CAMPOBASSO;0;BUSSO;B295;14;MOLISE;
070006;CAMPOBASSO;CB;CAMPOBASSO;0;CAMPOBASSO;B519;14;MOLISE;
070007;CAMPOCHIARO;CB;CAMPOBASSO;0;CAMPOCHIARO;B522;14;MOLISE;
070008;CAMPODIPIETRA;CB;CAMPOBASSO;0;CAMPODIPIETRA;B528;14;MOLISE;
070009;CAMPOLIETO;CB;CAMPOBASSO;0;CAMPOLIETO;B544;14;MOLISE;
070010;CAMPOMARINO;CB;CAMPOBASSO;0;CAMPOMARINO;B550;14;MOLISE;
070011;CASACALENDA;CB;CAMPOBASSO;0;CASACALENDA;B858;14;MOLISE;
070012;CASALCIPRANO;CB;CAMPOBASSO;0;CASALCIPRANO;B871;14;MOLISE;
070013;CASTELBOTTACCIO;CB;CAMPOBASSO;0;CASTELBOTTACCIO;C066;14;MOLISE;
070014;CASTELLINO DEL BIFERNO;CB;CAMPOBASSO;0;CASTELLINO DEL BIFERNO;C175;14;MOLISE;
070015;CASTELMAURO;CB;CAMPOBASSO;0;CASTELMAURO;C197;14;MOLISE;
070016;CASTROPIGNANO;CB;CAMPOBASSO;0;CASTROPIGNANO;C346;14;MOLISE;
070017;CERCEMAGGIORE;CB;CAMPOBASSO;0;CERCEMAGGIORE;C486;14;MOLISE;
070018;CERCEPICCOLA;CB;CAMPOBASSO;0;CERCEPICCOLA;C488;14;MOLISE;
070019;CIVITACAMPOMARANO;CB;CAMPOBASSO;0;CIVITACAMPOMARANO;C764;14;MOLISE;
070020;COLLE D'ANCHISE;CB;CAMPOBASSO;0;COLLE D'ANCHISE;C854;14;MOLISE;
070021;COLLETORTO;CB;CAMPOBASSO;0;COLLETORTO;C875;14;MOLISE;
070022;DURONIA;CB;CAMPOBASSO;0;DURONIA;C772;14;MOLISE;
070023;FERRAZZANO;CB;CAMPOBASSO;0;FERRAZZANO;D550;14;MOLISE;
070024;FOSSALTO;CB;CAMPOBASSO;0;FOSSALTO;D737;14;MOLISE;
070025;GAMBATESA;CB;CAMPOBASSO;0;GAMBATESA;D896;14;MOLISE;
070026;GILDONE;CB;CAMPOBASSO;0;GILDONE;E030;14;MOLISE;
070027;GUARDIALFIERA;CB;CAMPOBASSO;0;GUARDIALFIERA;E244;14;MOLISE;
070028;GUARDIAREGIA;CB;CAMPOBASSO;0;GUARDIAREGIA;E248;14;MOLISE;
070029;GUGLIONESI;CB;CAMPOBASSO;0;GUGLIONESI;E259;14;MOLISE;
070030;JELSI;CB;CAMPOBASSO;0;JELSI;E381;14;MOLISE;
070031;LARINO;CB;CAMPOBASSO;0;LARINO;E456;14;MOLISE;
070032;LIMOSANO;CB;CAMPOBASSO;0;LIMOSANO;E599;14;MOLISE;
070033;LUCITO;CB;CAMPOBASSO;0;LUCITO;E722;14;MOLISE;
070034;LUPARA;CB;CAMPOBASSO;0;LUPARA;E748;14;MOLISE;
070035;MACCHIA VALFORTORE;CB;CAMPOBASSO;0;MACCHIA VALFORTORE;E780;14;MOLISE;
070036;MAFALDA;CB;CAMPOBASSO;0;MAFALDA;E799;14;MOLISE;
070037;MATRICE;CB;CAMPOBASSO;0;MATRICE;F055;14;MOLISE;
070038;MIRABELLO SANNITICO;CB;CAMPOBASSO;0;MIRABELLO SANNITICO;F233;14;MOLISE;
070039;MOLISE;CB;CAMPOBASSO;0;MOLISE;F294;14;MOLISE;
070040;MONACILIONI;CB;CAMPOBASSO;0;MONACILIONI;F322;14;MOLISE;
070041;MONTAGANO;CB;CAMPOBASSO;0;MONTAGANO;F391;14;MOLISE;
070042;MONTECILFONE;CB;CAMPOBASSO;0;MONTECILFONE;F475;14;MOLISE;
070043;MONTEFALCONE NEL SANNIO;CB;CAMPOBASSO;0;MONTEFALCONE NEL SANNIO;F495;14;MOLISE;
070044;MONTELONGO;CB;CAMPOBASSO;0;MONTELONGO;F548;14;MOLISE;
070045;MONTEMITRO;CB;CAMPOBASSO;0;MONTEMITRO;F569;14;MOLISE;
070046;MONTENERO DI BISACCIA;CB;CAMPOBASSO;0;MONTENERO DI BISACCIA;F576;14;MOLISE;
070047;MONTORIO NEI FRENTANI;CB;CAMPOBASSO;0;MONTORIO NEI FRENTANI;F689;14;MOLISE;
070048;MORRONE DEL SANNIO;CB;CAMPOBASSO;0;MORRONE DEL SANNIO;F748;14;MOLISE;
070049;ORATINO;CB;CAMPOBASSO;0;ORATINO;G086;14;MOLISE;
070050;PALATA;CB;CAMPOBASSO;0;PALATA;G257;14;MOLISE;
070051;PETACCIATO;CB;CAMPOBASSO;0;PETACCIATO;G506;14;MOLISE;
070052;PETRELLA TIFERNINA;CB;CAMPOBASSO;0;PETRELLA TIFERNINA;G512;14;MOLISE;
070053;PIETRACATELLA;CB;CAMPOBASSO;0;PIETRACATELLA;G609;14;MOLISE;
070054;PIETRACUPA;CB;CAMPOBASSO;0;PIETRACUPA;G610;14;MOLISE;
070055;PORTOCANNONE;CB;CAMPOBASSO;0;PORTOCANNONE;G910;14;MOLISE;
070056;PROVVIDENTI;CB;CAMPOBASSO;0;PROVVIDENTI;H083;14;MOLISE;
070057;RICCIA;CB;CAMPOBASSO;0;RICCIA;H273;14;MOLISE;
070058;RIPABOTTONI;CB;CAMPOBASSO;0;RIPABOTTONI;H311;14;MOLISE;
070059;RIPALIMOSANI;CB;CAMPOBASSO;0;RIPALIMOSANI;H313;14;MOLISE;
070060;ROCCAVIVARA;CB;CAMPOBASSO;0;ROCCAVIVARA;H454;14;MOLISE;
070061;ROTELLO;CB;CAMPOBASSO;0;ROTELLO;H589;14;MOLISE;
070062;SALCITO;CB;CAMPOBASSO;0;SALCITO;H693;14;MOLISE;
070063;SAN BIASE;CB;CAMPOBASSO;0;SAN BIASE;H782;14;MOLISE;
070064;SAN FELICE DEL MOLISE;CB;CAMPOBASSO;0;SAN FELICE DEL MOLISE;H833;14;MOLISE;
070065;SAN GIACOMO DEGLI SCHIAVONI;CB;CAMPOBASSO;0;SAN GIACOMO DEGLI SCHIAVONI;H867;14;MOLISE;
070066;SAN GIOVANNI IN GALDO;CB;CAMPOBASSO;0;SAN GIOVANNI IN GALDO;H920;14;MOLISE;
070067;SAN GIULIANO DEL SANNIO;CB;CAMPOBASSO;0;SAN GIULIANO DEL SANNIO;H928;14;MOLISE;
070068;SAN GIULIANO DI PUGLIA;CB;CAMPOBASSO;0;SAN GIULIANO DI PUGLIA;H929;14;MOLISE;
070069;SAN MARTINO IN PENSILIS;CB;CAMPOBASSO;0;SAN MARTINO IN PENSILIS;H990;14;MOLISE;
070070;SAN MASSIMO;CB;CAMPOBASSO;0;SAN MASSIMO;I023;14;MOLISE;
070071;SAN POLO MATESE;CB;CAMPOBASSO;0;SAN POLO MATESE;I122;14;MOLISE;
070073;SANT'ANGELO LIMOSANO;CB;CAMPOBASSO;0;SANT'ANGELO LIMOSANO;I289;14;MOLISE;
070074;SANT'ELIA A PIANISI;CB;CAMPOBASSO;0;SANT'ELIA A PIANISI;I320;14;MOLISE;
070072;SANTA CROCE DI MAGLIANO;CB;CAMPOBASSO;0;SANTA CROCE DI MAGLIANO;I181;14;MOLISE;
070075;SEPINO;CB;CAMPOBASSO;0;SEPINO;I618;14;MOLISE;
070076;SPINETE;CB;CAMPOBASSO;0;SPINETE;I910;14;MOLISE;
070077;TAVENNA;CB;CAMPOBASSO;0;TAVENNA;L069;14;MOLISE;
070078;TERMOLI;CB;CAMPOBASSO;0;TERMOLI;L113;14;MOLISE;
070079;TORELLA DEL SANNIO;CB;CAMPOBASSO;0;TORELLA DEL SANNIO;L215;14;MOLISE;
070080;TORO;CB;CAMPOBASSO;0;TORO;L230;14;MOLISE;
070081;TRIVENTO;CB;CAMPOBASSO;0;TRIVENTO;L435;14;MOLISE;
070082;TUFARA;CB;CAMPOBASSO;0;TUFARA;L458;14;MOLISE;
070083;URURI;CB;CAMPOBASSO;0;URURI;L505;14;MOLISE;
070084;VINCHIATURO;CB;CAMPOBASSO;0;VINCHIATURO;M057;14;MOLISE;
094501;BELMONTE;CB;CAMPOBASSO;1;BELMONTE;A761;14;MOLISE;
061001;AILANO;CE;CASERTA;0;AILANO;A106;15;CAMPANIA;
061002;ALIFE;CE;CASERTA;0;ALIFE;A200;15;CAMPANIA;
061003;ALVIGNANO;CE;CASERTA;0;ALVIGNANO;A243;15;CAMPANIA;
061004;ARIENZO;CE;CASERTA;0;ARIENZO;A403;15;CAMPANIA;
061005;AVERSA;CE;CASERTA;0;AVERSA;A512;15;CAMPANIA;
061006;BAIA E LATINA;CE;CASERTA;0;BAIA E LATINA;A579;15;CAMPANIA;
061007;BELLONA;CE;CASERTA;0;BELLONA;A755;15;CAMPANIA;
061008;CAIANELLO;CE;CASERTA;0;CAIANELLO;B361;15;CAMPANIA;
061009;CAIAZZO;CE;CASERTA;0;CAIAZZO;B362;15;CAMPANIA;
061010;CALVI RISORTA;CE;CASERTA;0;CALVI RISORTA;B445;15;CAMPANIA;
061011;CAMIGLIANO;CE;CASERTA;0;CAMIGLIANO;B477;15;CAMPANIA;
061012;CANCELLO ED ARNONE;CE;CASERTA;0;CANCELLO ED ARNONE;B581;15;CAMPANIA;
061013;CAPODRISE;CE;CASERTA;0;CAPODRISE;B667;15;CAMPANIA;
061014;CAPRIATI A VOLTURNO;CE;CASERTA;0;CAPRIATI A VOLTURNO;B704;15;CAMPANIA;
061015;CAPUA;CE;CASERTA;0;CAPUA;B715;15;CAMPANIA;
061016;CARINARO;CE;CASERTA;0;CARINARO;B779;15;CAMPANIA;
061017;CARINOLA;CE;CASERTA;0;CARINOLA;B781;15;CAMPANIA;
061018;CASAGIOVE;CE;CASERTA;0;CASAGIOVE;B860;15;CAMPANIA;
061019;CASAL DI PRINCIPE;CE;CASERTA;0;CASAL DI PRINCIPE;B872;15;CAMPANIA;
061020;CASALUCE;CE;CASERTA;0;CASALUCE;B916;15;CAMPANIA;
061103;CASAPESENNA;CE;CASERTA;0;CASAPESENNA;M260;15;CAMPANIA;
061021;CASAPULLA;CE;CASERTA;0;CASAPULLA;B935;15;CAMPANIA;
061022;CASERTA;CE;CASERTA;0;CASERTA;B963;15;CAMPANIA;
061023;CASTEL CAMPAGNANO;CE;CASERTA;0;CASTEL CAMPAGNANO;B494;15;CAMPANIA;
061024;CASTEL DI SASSO;CE;CASERTA;0;CASTEL DI SASSO;C097;15;CAMPANIA;
061026;CASTEL MORRONE;CE;CASERTA;0;CASTEL MORRONE;C211;15;CAMPANIA;
061027;CASTEL VOLTURNO;CE;CASERTA;0;CASTEL VOLTURNO;C291;15;CAMPANIA;
061025;CASTELLO DEL MATESE;CE;CASERTA;0;CASTELLO DEL MATESE;C178;15;CAMPANIA;
061102;CELLOLE;CE;CASERTA;0;CELLOLE;M262;15;CAMPANIA;
061028;CERVINO;CE;CASERTA;0;CERVINO;C558;15;CAMPANIA;
061029;CESA;CE;CASERTA;0;CESA;C561;15;CAMPANIA;
061030;CIORLANO;CE;CASERTA;0;CIORLANO;C716;15;CAMPANIA;
061031;CONCA DELLA CAMPANIA;CE;CASERTA;0;CONCA DELLA CAMPANIA;C939;15;CAMPANIA;
061032;CURTI;CE;CASERTA;0;CURTI;D228;15;CAMPANIA;
061033;DRAGONI;CE;CASERTA;0;DRAGONI;D361;15;CAMPANIA;
061101;FALCIANO DEL MASSICO;CE;CASERTA;0;FALCIANO DEL MASSICO;D471;15;CAMPANIA;
061034;FONTEGRECA;CE;CASERTA;0;FONTEGRECA;D683;15;CAMPANIA;
061035;FORMICOLA;CE;CASERTA;0;FORMICOLA;D709;15;CAMPANIA;
061036;FRANCOLISE;CE;CASERTA;0;FRANCOLISE;D769;15;CAMPANIA;
061037;FRIGNANO;CE;CASERTA;0;FRIGNANO;D799;15;CAMPANIA;
061038;GALLO MATESE;CE;CASERTA;0;GALLO MATESE;D884;15;CAMPANIA;
061039;GALLUCCIO;CE;CASERTA;0;GALLUCCIO;D886;15;CAMPANIA;
061040;GIANO VETUSTO;CE;CASERTA;0;GIANO VETUSTO;E011;15;CAMPANIA;
061041;GIOIA SANNITICA;CE;CASERTA;0;GIOIA SANNITICA;E039;15;CAMPANIA;
061042;GRAZZANISE;CE;CASERTA;0;GRAZZANISE;E158;15;CAMPANIA;
061043;GRICIGNANO DI AVERSA;CE;CASERTA;0;GRICIGNANO DI AVERSA;E173;15;CAMPANIA;
061044;LETINO;CE;CASERTA;0;LETINO;E554;15;CAMPANIA;
061045;LIBERI;CE;CASERTA;0;LIBERI;E570;15;CAMPANIA;
061046;LUSCIANO;CE;CASERTA;0;LUSCIANO;E754;15;CAMPANIA;
061047;MACERATA CAMPANIA;CE;CASERTA;0;MACERATA CAMPANIA;E784;15;CAMPANIA;
061048;MADDALONI;CE;CASERTA;0;MADDALONI;E791;15;CAMPANIA;
061049;MARCIANISE;CE;CASERTA;0;MARCIANISE;E932;15;CAMPANIA;
061050;MARZANO APPIO;CE;CASERTA;0;MARZANO APPIO;E998;15;CAMPANIA;
061051;MIGNANO MONTE LUNGO;CE;CASERTA;0;MIGNANO MONTE LUNGO;F203;15;CAMPANIA;
061052;MONDRAGONE;CE;CASERTA;0;MONDRAGONE;F352;15;CAMPANIA;
061053;ORTA DI ATELLA;CE;CASERTA;0;ORTA DI ATELLA;G130;15;CAMPANIA;
061054;PARETE;CE;CASERTA;0;PARETE;G333;15;CAMPANIA;
061055;PASTORANO;CE;CASERTA;0;PASTORANO;G364;15;CAMPANIA;
061056;PIANA DI MONTE VERNA;CE;CASERTA;0;PIANA DI MONTE VERNA;G541;15;CAMPANIA;
061057;PIEDIMONTE MATESE;CE;CASERTA;0;PIEDIMONTE MATESE;G596;15;CAMPANIA;
061058;PIETRAMELARA;CE;CASERTA;0;PIETRAMELARA;G620;15;CAMPANIA;
061059;PIETRAVAIRANO;CE;CASERTA;0;PIETRAVAIRANO;G630;15;CAMPANIA;
061060;PIGNATARO MAGGIORE;CE;CASERTA;0;PIGNATARO MAGGIORE;G661;15;CAMPANIA;
061061;PONTELATONE;CE;CASERTA;0;PONTELATONE;G849;15;CAMPANIA;
061062;PORTICO DI CASERTA;CE;CASERTA;0;PORTICO DI CASERTA;G903;15;CAMPANIA;
061063;PRATA SANNITA;CE;CASERTA;0;PRATA SANNITA;G991;15;CAMPANIA;
061064;PRATELLA;CE;CASERTA;0;PRATELLA;G995;15;CAMPANIA;
061065;PRESENZANO;CE;CASERTA;0;PRESENZANO;H045;15;CAMPANIA;
