ID_SCUOLA;CODICE_SCUOLA;DENOMINAZIONE;TIPO_SCUOLA;ENTE;REGIONE;PROVINCIA;COMUNE;CAP;INDIRIZZO;TELEFONO;LIVELLO_FUNZIONALE;CODICE_SCUOLA_RIFERIMENTO;TIPOLOGIA;TIPOLOGIA_SEDE;PARITA;CODICE_ISTAT;
3147;MOTF002011;PRIMO LEVI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA DELLA RESISTENZA 800;059 771195;;MOIS00200C;SS;;;036046;
3136;MOTD00301E;ANTONIO MEUCCI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA DELLO SPORT 3;059 688550;;MOIS003008;SS;;;036005;
3106;MORC003017;CATTANEO;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA DELLO SPORT 3;059 685309;;MOIS003008;SS;;;036005;
3140;MOTD00401A;G. A. CAVAZZI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 2;0536 20366;;MOIS004004;SS;;;036030;
3095;MOPS00401E;A. SORBELLI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 2;0536 20257;;MOIS004004;SS;;;036030;
11900;MOPS00402G;BARBIERI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;PIEVEPELAGO;41027;VIA TAMBURU' 53;;;MOIS004004;;;;036031;
12344;MOTD00402B;BARBIERI;ISTITUTO TECNICO COMMERCIALE;Statale;EMILIA ROMAGNA;MODENA;PIEVEPELAGO;41027;VIA TAMBURU' 53;;;MOIS004004;;;;036031;
3112;MORC004013;G. A. CAVAZZI;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 2;0536 20366;;MOIS004004;SS;;;036030;
3091;MOPC006013;GIOVANNI PICO;LICEO CLASSICO;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;PIAZZA GARIBALDI 8;0535 21053;;MOIS00600Q;SS;;;036022;
3141;MOTD006012;GIUSEPPE LUOSI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 8;0535 21227;;MOIS00600Q;SS;;;036022;
3107;MORC00601P;CATTANEO;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA CINQUE MARTIRI 1;0535 21097;;MOIS00600Q;SS;;;036022;
3092;MOPC00701V;M.ALLEGRETTI;LICEO CLASSICO;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA DELLA RESISTENZA 800;059 771254;;MOIS00700G;SS;;;036046;
3142;MOTD00701T;AGOSTINO PARADISI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA RESISTENZA;059 774050;;MOIS00700G;SS;;;036046;
12453;MOPSX01278;GALILEO GALILEI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 6;0535 21546;;MOIS00800B;;;;036022;
3130;MORI008013;GALILEO GALILEI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 4;0535 21546;;MOIS00800B;SS;;;036022;
3149;MOTF00801X;GALILEO GALILEI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 6;0535 21546;;MOIS00800B;SS;;;036022;
3153;MOTF00901Q;GUGLIELMO MARCONI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 4;0536 20567;;MOIS009007;SS;;;036030;
3122;MORI00901V;GUGLIELMO MARCONI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 4;0536 20322;;MOIS009007;SS;;;036030;
3134;MOTA011013;SPALLANZANI;ISTITUTO TECNICO AGRARIO;Statale;EMILIA ROMAGNA;MODENA;CASTELFRANCO EMILIA;41013;VIA SOLIMEI 21/22;059 926022;;MOIS011007;SS;;;036006;
3101;MORA011017;LAZZARO SPALLANZANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;MODENA;CASTELFRANCO EMILIA;41013;VIA SOLIMEI 21/22;059 926022;;MOIS011007;SS;;;036006;
3103;MORA011028;SPALLANZANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA PER SASSUOLO 2158;059 761968;;MOIS011007;SS;;;036046;
3102;MORA011039;SPALLANZANI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;MODENA;ZOCCA;41059;VIA SERRE 200;059 989580;;MOIS011007;SS;;;036047;
3156;MOTL01201Q;IGNAZIO CALVI;ISTITUTO TECNICO PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;FINALE EMILIA;41034;VIA DIGIONE, 20;0535 760055;;MOIS012003;SS;;;036012;
3133;MOTA01201V;IGNAZIO CALVI;ISTITUTO TECNICO AGRARIO;Statale;EMILIA ROMAGNA;MODENA;FINALE EMILIA;41034;VIA DIGIONE 20;0535 760055;;MOIS012003;SS;;;036012;
3093;MOPC013016;A.F.FORMIGGINI;LICEO CLASSICO;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA BOLOGNA;0536 882599;;MOIS01300V;SS;;;036040;
12537;MOPS01801C;F.CORNI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;LARGO A. MORO 25;;;MOIS018002;;;;036023;
3146;MOTF01801E;F.CORNI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;LARGO A. MORO 25;059 400700;;MOIS018002;;;;036023;
12566;MOPS019018;A. VOLTA;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;PIAZZA FALCONE E BORSELLINO, 5;;;MOIS01900T;;;;036040;
3152;MOTF01901A;A. VOLTA;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;PIAZZA FALCONE E BORSELLINO, 5;0536 884115;;MOIS01900T;;;;036040;
12627;MOPM021019;F.SELMI (SEZIONE LICEALE);LICEO LINGUISTICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41126;VIALE LEONARDO DA VINCI 300;059 352606;;MOIS02100T;;;;036023;
3143;MOTE02101G;ITAS F.SELMI;ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF);Statale;EMILIA ROMAGNA;MODENA;MODENA;41126;VIALE LEONARDO DA VINCI 300;059 352606;;MOIS02100T;;;;036023;
3104;MORA01151L;SPALLANZANI (CORSO SERALE);ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;MODENA;CASTELFRANCO EMILIA;41013;VIA SOLIMEI 21/22;059 926022;CORSO SERALE;MORA011017;SS;;;036006;
3108;MORC001511;CATTANEO - SERALE;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA DEGLI SCHIOCCHI 110;059 353242;CORSO SERALE;MORC00101G;SS;;;036023;
3115;MORC00251R;PRIMO LEVI (CORSO SERALE);ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;PIAZZA IVO SOLI 1;059 772410;CORSO SERALE;MORC00201B;SS;;;036046;
3116;MORC00252T;PRIMO LEVI - SEZ.INDUSTRIALE (CORSO SERALE);ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA DELLA RESISTENZA 800;059 771195;CORSO SERALE;MORC00202C;SS;;;036046;
3109;MORC00351L;CATTANEO - SERALE;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA DELLO SPORT 3;059 685309;CORSO SERALE;MORC003017;SS;;;036005;
3111;MORC020509;E. MORANTE - SERALE;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA SELMI, 16;0536 881162;CORSO SERALE;MORC02000X;SS;;;036040;
3118;MORF00151P;G. DELEDDA - SERALE;ISTITUTO PROFESSIONALE PER I SERVIZI SOCIALI;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA GANACETO 143;;CORSO SERALE;MORF001019;SS;;;036023;
3125;MORI009518;GUGLIELMO MARCONI - SERALE;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA CORSINI 26;;CORSO SERALE;MORI00901V;SS;;;036030;
3120;MORI01050B;A. FERRARI - SERALE;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MARANELLO;41053;VIA DINO FERRARI 2;;CORSO SERALE;MORI010002;SS;;;036019;
3123;MORI02007X;F.CORNI - CASA CIRCOND. S.ANNA;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;STRADA S.ANNA 370;059 450800;;MORI02000L;SS;;;036023;
3124;MORI020502;F.CORNI - SERALE;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE TASSONI 3;059 212575;CORSO SERALE;MORI02000L;SS;;;036023;
3127;MORI03050L;G.VALLAURI - SERALE;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA PERUZZI 13;059 691573;CORSO SERALE;MORI030007;SS;;;036005;
3129;MORI040507;DON MAGNANI - SERALE;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA IPPOLITO NIEVO;;CORSO SERALE;MORI04000T;SS;;;036040;
3132;MOSD01050L;ISTITUTO D'ARTE A.VENTURI (CORSO SERALE);ISTITUTO D'ARTE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA DE' SERVI 21;059 222156;CORSO SERALE;MOSD010007;SS;;;036023;
3137;MOTD00351X;ANTONIO MEUCCI (CORSO SERALE);ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA DELLO SPORT 3;059 688550;CORSO SERALE;MOTD00301E;SS;;;036005;
3139;MOTD030507;J.BAROZZI - SERALE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE MONTE KOSICA 136;059 241091;CORSO SERALE;MOTD03000T;SS;;;036023;
3144;MOTF008508;MIRANDOLA (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 6;0535 21546;CORSO SERALE;MOTF00801X;SS;;;036022;
3145;MOTF009504;PAVULLO NEL FRIGNANO (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 4;0536 20567;CORSO SERALE;MOTF00901Q;SS;;;036030;
3148;MOTF01851X;F.CORNI - SERALE;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;LARGO A. MORO 25;059 400700;CORSO SERALE;MOTF01801E;SS;;;036023;
3151;MOTF03050D;LEONARDO DA VINCI (CORSO SERALE);ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA PERUZZI 9;059 695241;CORSO SERALE;MOTF030004;SS;;;036005;
3155;MOTL01050C;G. GUARINI - SERALE;ISTITUTO TECNICO PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE CORASSORI 95;059 356230;CORSO SERALE;MOTL010003;SS;;;036023;
6344;MOTD04500G;ALCIDE ZANARINI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;CORSO ADRIANO 13;059 235037;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
6343;MOTD02500A;SACRO CUORE;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE STORCHI 249;059 223153;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
6346;MOTF080005;ENRICO FERMI;ISTITUTO TECNICO INDUSTRIALE;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA LUOSI 23;059 211092;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
6338;MOPM02500G;FRANCESCANE DELL'IMMACOLATA;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Non statale;EMILIA ROMAGNA;MODENA;PALAGANO;41046;VIALE S.FRANCESCO 20;0536 961660;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036029;
3150;MOTF030004;LEONARDO DA VINCI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA PERUZZI 9;059 695241;ISTITUTO PRINCIPALE;;;;;036005;
3154;MOTL010003;G. GUARINI;ISTITUTO TECNICO PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;VIALE CORASSORI 95;059 356230;ISTITUTO PRINCIPALE;;;;;036023;
3089;MOPC020008;MURATORI;LICEO CLASSICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41123;VIA CITTADELLA 50;059 242007;ISTITUTO PRINCIPALE;;;;;036023;
3090;MOPC03000V;SAN CARLO;LICEO CLASSICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41121;CORSO CAVOUR 17;059 222726;ISTITUTO PRINCIPALE;;;;;036023;
3094;MOPM01000T;CARLO SIGONIO;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Statale;EMILIA ROMAGNA;MODENA;MODENA;41122;VIA DEL LANCILLOTTO 4;059 450298;ISTITUTO PRINCIPALE;;;;;036023;
3096;MOPS02000B;TASSONI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41121;V.LE REITER 66;059 222735;ISTITUTO PRINCIPALE;;;;;036023;
3097;MOPS030002;MANFREDO FANTI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIALE PERUZZI 7;059 691177;ISTITUTO PRINCIPALE;;;;;036005;
3098;MOPS04000L;MORANDO MORANDI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;FINALE EMILIA;41034;VIA DIGIONE 20;0535 90814;ISTITUTO PRINCIPALE;;;;;036012;
3099;MOPS050007;WILIGELMO;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE CORASSORI 101;059 356981;ISTITUTO PRINCIPALE;;;;;036023;
3110;MORC02000X;E. MORANTE;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA SELMI, 16;0536 881162;ISTITUTO PRINCIPALE;;;;;036040;
3119;MORI010002;A. FERRARI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MARANELLO;41053;VIA D. FERRARI 2;0536 941233;ISTITUTO PRINCIPALE;;;;;036019;
3121;MORI02000L;F.CORNI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE TASSONI 3;059 212575;ISTITUTO PRINCIPALE;;;;;036023;
3126;MORI030007;G.VALLAURI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA PERUZZI 13;059 691573;ISTITUTO PRINCIPALE;;;;;036005;
3128;MORI04000T;DON MAGNANI;ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;PIAZZA FALCONE E BORSELLINO, 3;0536 980689;ISTITUTO PRINCIPALE;;;;;036040;
3131;MOSD010007;A.VENTURI;ISTITUTO D'ARTE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41121;VIA DEI SERVI 21;059 222156;ISTITUTO PRINCIPALE;;;;;036023;
3135;MOTD01000L;A. BAGGI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA S.LUCA;0536 803122;ISTITUTO PRINCIPALE;;;;;036040;
3138;MOTD03000T;J.BAROZZI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE MONTE KOSICA 136;059 241091;ISTITUTO PRINCIPALE;;;;;036023;
12567;MOIS01900T;A. VOLTA;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;PIAZZA FALCONE E BORSELLINO, 5;;ISTITUTO PRINCIPALE;;IS;;;036040;
12536;MOIS018002;F.CORNI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;LARGO A. MORO 25;;ISTITUTO PRINCIPALE;;IS;;;036023;
12628;MOIS02100T;F.SELMI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41126;VIALE LEONARDO DA VINCI 300;059 352606;ISTITUTO PRINCIPALE;;IS;;;036023;
11276;MOPC005006;SACRO CUORE;LICEO CLASSICO;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE STORCHI 249;;;;;;;036023;
11322;MOPLAA5000;FRANCESCANE DELL'IMMACOLATA;LICEO LINGUISTICO;Non statale;EMILIA ROMAGNA;MODENA;PALAGANO;41046;VIALE SAN FRANCESCO, 20;;;;;;;036029;
9600;MOPLX00795;MERCURIO;LICEO LINGUISTICO;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA EMILIA OVEST, 693/B;;;;;LEGALMENTE RICONOSCIUTA;;036023;
9428;MOPMX00603;ISTITUTO MAGISTRALE 'M.IMMACOLATA';LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA BELLE ARTI, 32;059 222601;;;;LEGALMENTE RICONOSCIUTA;;036023;
8973;MOPMX00149;ISTITUTO MAGISTRALE DANTE ALIGHIERI;LICEO SCIENZE SOCIALI (ex IST. MAGISTRALE);Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA SPALLANZANI, 35;059 222690;;;;LEGALMENTE RICONOSCIUTA;;036023;
9006;MOTDX00182;TIRABOSCHI;ISTITUTO TECNICO COMMERCIALE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA RANGONI, 99;;;;;;;036023;
8343;MOIS00100L;CATTANEO;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;MODENA;41124;VIA DEGLI SCHIOCCHI 110;059 353242;ISTITUTO PRINCIPALE;;IS;;;036023;
8344;MOIS00200C;PRIMO LEVI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA RESISTENZA 800;059 771195;ISTITUTO PRINCIPALE;;IS;;;036046;
8345;MOIS003008;ANTONIO MEUCCI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;CARPI;41012;VIA DELLO SPORT 3;059 688550;ISTITUTO PRINCIPALE;;IS;;;036005;
8346;MOIS004004;G. A. CAVAZZI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 2;0536 20366;ISTITUTO PRINCIPALE;;IS;;;036030;
8347;MOIS00600Q;GIUSEPPE LUOSI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 8;0535 21227;ISTITUTO PRINCIPALE;;IS;;;036022;
8348;MOIS00700G;AGOSTINO PARADISI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;VIGNOLA;41058;VIA RESISTENZA;059 774050;ISTITUTO PRINCIPALE;;IS;;;036046;
8349;MOIS00800B;GALILEO GALILEI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;MIRANDOLA;41037;VIA BAROZZI 6;0535 21079;ISTITUTO PRINCIPALE;;IS;;;036022;
8350;MOIS009007;GUGLIELMO MARCONI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;PAVULLO NEL FRIGNANO;41026;VIA MATTEOTTI 4;0536 20567;ISTITUTO PRINCIPALE;;IS;;;036030;
8351;MOIS011007;LAZZARO SPALLANZANI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;CASTELFRANCO EMILIA;41013;VIA SOLIMEI 21/23;059 926022;ISTITUTO PRINCIPALE;;IS;;;036006;
8352;MOIS012003;IGNAZIO CALVI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;FINALE EMILIA;41034;VIA DIGIONE 20;0535 760055;ISTITUTO PRINCIPALE;;IS;;;036012;
8353;MOIS01300V;A.F.FORMIGGINI;ISTITUTO SUPERIORE;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA BOLOGNA;0536 882599;ISTITUTO PRINCIPALE;;IS;;;036040;
6342;MOTD01500Q;DANTE ALIGHIERI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA SPALLANZANI 35/37;059 222690;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
6341;MOPS035005;BARBIERI;LICEO SCIENTIFICO;Non statale;EMILIA ROMAGNA;MODENA;PIEVEPELAGO;41027;VIA CESARE COSTA, 27;0536 71125;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036031;
6340;MOPS02500E;SACRO CUORE;LICEO SCIENTIFICO;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIALE STORCHI 249;059 223153;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
6339;MOPS01500X;DANTE ALIGHIERI;LICEO SCIENTIFICO;Non statale;EMILIA ROMAGNA;MODENA;MODENA;41100;VIA SPALLANZANI 35/37;059 222690;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036023;
3100;MOPS080003;A.F.FORMIGGINI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;MODENA;SASSUOLO;41049;VIA BOLOGNA;0536 882599;;;;;;036040;
6345;MOTD64500R;BARBIERI;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Non statale;EMILIA ROMAGNA;MODENA;PIEVEPELAGO;41027;VIA CESARE COSTA, 27;0536 72180;;;;LEGALMENTE RICONOSCIUTA;PARITARIA;036031;
4049;PRRC00101V;GINO ZAPPA;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;PARMA;BORGO VAL DI TARO;43043;VIA G. CACCHIOLI 9;0525 97985;;PRIS00100X;SS;;;034006;
4062;PRTD001016;GINO ZAPPA;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;PARMA;BORGO VAL DI TARO;43043;VIA G.CACCHIOLI 9;0525 97985;;PRIS00100X;SS;;;034006;
4043;PRPS00101A;E. FERMI;LICEO SCIENTIFICO;Statale;EMILIA ROMAGNA;PARMA;BORGO VAL DI TARO;43043;VIA G. CACCHIOLI 9;0525 96262;;PRIS00100X;SS;;;034006;
4058;PRTA00201G;FABIO BOCCHIALINI;ISTITUTO TECNICO AGRARIO;Statale;EMILIA ROMAGNA;PARMA;PARMA;43100;V.LE PIACENZA, 14;0521 944686;;PRIS00200Q;SS;;;034027;
4071;PRTF002018;GALILEO GALILEI (I.T.S.O.S.);ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;PARMA;SAN SECONDO PARMENSE;43017;VIA CEFALONIA 14;0521 872116;;PRIS00200Q;SS;;;034033;
4046;PRRA00201Q;S. SOLARI;ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;PARMA;FIDENZA;43036;VIA CORNINI MALPELI 71-A;0524 522608;;PRIS00200Q;SS;;;034014;
4039;PRPC00301V;GABRIELE D'ANNUNZIO;LICEO CLASSICO;Statale;EMILIA ROMAGNA;PARMA;FIDENZA;43036;VIA ALFIERI, 40;0524 522737;;PRIS00300G;SS;;;034014;
4060;PRTD00301T;LUCA PACIOLO;ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI;Statale;EMILIA ROMAGNA;PARMA;FIDENZA;43036;VIA MANZONI 6;0524 522016;;PRIS00300G;SS;;;034014;
4047;PRRC00401A;PIETRO GIORDANI;ISTITUTO PROFESSIONALE PER I SERVIZI COMMERCIALI, TURISTICI E DELLA PUBBLICITA';Statale;EMILIA ROMAGNA;PARMA;PARMA;43100;VIA TOSCANA 7;0521 272405;;PRIS00400B;SS;;;034027;
11058;PRTF004021;PIETRO GIORDANI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;PARMA;PARMA;43100;VIA LAZIO 3;;;PRIS00400B;;;;034027;
4072;PRTF00401X;QUINQUENNIO TECN. BROCCA P.GIORDANI;ISTITUTO TECNICO INDUSTRIALE;Statale;EMILIA ROMAGNA;PARMA;PARMA;43100;VIA TOSCANA 7;0521 272405;;PRIS00400B;SS;;;034027;
11229;PRRA002504;SOLARI (CORSO SERALE);ISTITUTO PROFESSIONALE PER L'AGRICOLTURA E L'AMBIENTE;Statale;EMILIA ROMAGNA;PARMA;FIDENZA;;VIA CORNINI MALPELI 71;;CORSO SERALE;PRRA00201Q;;;;034014;
